year,loss
1950,0.00
1951,0.00
1952,0.00
1953,0.00
1954,0.00
1955,0.00
1956,0.00
1957,2506469.99
1958,0.00
1959,908193.85
1960,0.00
1961,0.00
1962,0.00
1963,1739506.50
1964,0.00
1965,0.00
1966,0.00
1967,1884073.64
1968,0.00
1969,0.00
1970,0.00
1971,0.00
1972,0.00
1973,0.00
1974,0.00
1975,842061.63
1976,0.00
1977,0.00
1978,0.00
1979,0.00
1980,0.00
1981,0.00
1982,0.00
1983,0.00
1984,1523670.65
1985,0.00
1986,49307129.26
1987,0.00
1988,0.00
1989,791164.59
1990,12189011.24
1991,0.00
1992,50750701.70
1993,0.00
1994,43733171.29
1995,6733628.59
1996,0.00
1997,3253925.55
1998,4548282.07
1999,0.00
2000,5030742.39
2001,3852782.61
2002,0.00
2003,2621214.55
2004,663206.88
2005,7347027.47
2006,0.00
2007,0.00
2008,0.00
2009,0.00
2010,0.00
2011,0.00
2012,7459578.59
2013,0.00
2014,34211867.92
2015,3573884.12
2016,0.00
2017,11285381.25
2018,26953948.77
2019,6640135.06
2020,0.00
2021,0.00
2022,0.00
2023,111909036.74
2024,0.00
2025,0.00
2026,0.00
2027,0.00
2028,0.00
2029,0.00
2030,2074102.68
2031,0.00
2032,0.00
2033,1371018.97
2034,0.00
2035,0.00
2036,5356202.46
2037,818268.05
2038,195928789.90
2039,0.00
2040,6267364.83
2041,0.00
2042,0.00
2043,0.00
2044,0.00
2045,8607371.45
2046,0.00
2047,1947235.50
2048,0.00
2049,7649086.85
2050,0.00
2051,5004500.06
2052,0.00
2053,0.00
2054,0.00
2055,0.00
2056,2614071.08
2057,0.00
2058,26031103.71
2059,0.00
2060,11450288.64
2061,6977275.72
2062,0.00
2063,0.00
2064,0.00
2065,4063507.23
2066,0.00
2067,0.00
2068,0.00
2069,4990612.06
2070,0.00
2071,0.00
2072,0.00
2073,0.00
2074,174909.18
2075,0.00
2076,0.00
2077,0.00
2078,579531.93
2079,2026437.51
2080,4005248.45
2081,0.00
2082,10726961.67
2083,0.00
2084,0.00
2085,0.00
2086,0.00
2087,0.00
2088,0.00
2089,0.00
2090,4106444.97
2091,0.00
2092,0.00
2093,5460872.86
2094,9657138.82
2095,2552411.01
2096,681132.53
2097,0.00
2098,12804877.62
2099,0.00
2100,0.00
2101,0.00
2102,0.00
2103,0.00
2104,6808183.97
2105,0.00
2106,0.00
2107,0.00
2108,24295318.53
2109,0.00
2110,605255.36
2111,1596297.08
2112,24341801.97
2113,0.00
2114,0.00
2115,9632575.22
2116,43451488.53
2117,11157860.14
2118,0.00
2119,5227787.77
2120,1279378.25
2121,0.00
2122,0.00
2123,0.00
2124,21300663.55
2125,0.00
2126,0.00
2127,4162698.14
2128,0.00
2129,234803.89
2130,0.00
2131,0.00
2132,0.00
2133,4939538.25
2134,0.00
2135,0.00
2136,0.00
2137,0.00
2138,0.00
2139,0.00
2140,0.00
2141,1976008.58
2142,15503941.93
2143,0.00
2144,0.00
2145,1234136.57
2146,8738278.22
2147,0.00
2148,0.00
2149,908768.82
2150,0.00
2151,0.00
2152,3581655.85
2153,0.00
2154,0.00
2155,0.00
2156,0.00
2157,0.00
2158,0.00
2159,56387659.34
2160,24306606.77
2161,2883266.72
2162,0.00
2163,0.00
2164,0.00
2165,0.00
2166,0.00
2167,0.00
2168,0.00
2169,4898490.73
2170,2371956.55
2171,0.00
2172,0.00
2173,7787588.12
2174,10817206.35
2175,0.00
2176,0.00
2177,0.00
2178,0.00
2179,0.00
2180,45934758.39
2181,0.00
2182,80998302.65
2183,2050596.22
2184,0.00
2185,2415958.67
2186,1085997.54
2187,442229.89
2188,3172647.95
2189,0.00
2190,0.00
2191,0.00
2192,19560179.43
2193,0.00
2194,0.00
2195,2204955.07
2196,0.00
2197,0.00
2198,14738380.66
2199,0.00
2200,0.00
2201,407319.08
2202,17321671.61
2203,0.00
2204,0.00
2205,0.00
2206,0.00
2207,0.00
2208,0.00
2209,3442990.41
2210,7352251.58
2211,5315124.68
2212,0.00
2213,3756340.57
2214,0.00
2215,0.00
2216,2969106.31
2217,0.00
2218,0.00
2219,0.00
2220,9500840.65
2221,30179118.13
2222,0.00
2223,0.00
2224,0.00
2225,0.00
2226,0.00
2227,0.00
2228,88470648.49
2229,0.00
2230,3445400.89
2231,7609269.32
2232,156331.18
2233,0.00
2234,0.00
2235,8833838.48
2236,2865054.16
2237,0.00
2238,478852.73
2239,0.00
2240,0.00
2241,0.00
2242,18339852.96
2243,0.00
2244,0.00
2245,0.00
2246,0.00
2247,0.00
2248,22351849.81
2249,0.00
2250,0.00
2251,1946719.45
2252,15784964.91
2253,9749062.89
2254,0.00
2255,0.00
2256,0.00
2257,0.00
2258,9186804.97
2259,0.00
2260,0.00
2261,0.00
2262,3922857.15
2263,0.00
2264,0.00
2265,0.00
2266,6673892.24
2267,7739820.05
2268,32004926.07
2269,4155772.07
2270,0.00
2271,27535865.77
2272,0.00
2273,0.00
2274,4059901.75
2275,0.00
2276,0.00
2277,0.00
2278,4073623.36
2279,6694736.44
2280,0.00
2281,7076294.20
2282,1838091.48
2283,0.00
2284,0.00
2285,0.00
2286,0.00
2287,0.00
2288,306240.74
2289,0.00
2290,6958778.12
2291,1633406.62
2292,0.00
2293,12780120.10
2294,0.00
2295,0.00
2296,0.00
2297,0.00
2298,7278726.78
2299,0.00
2300,0.00
2301,2063418.24
2302,7234491.17
2303,0.00
2304,0.00
2305,13671725.51
2306,58127888.04
2307,2749794.84
2308,0.00
2309,0.00
2310,0.00
2311,0.00
2312,0.00
2313,0.00
2314,0.00
2315,3443410.56
2316,0.00
2317,0.00
2318,0.00
2319,0.00
2320,0.00
2321,0.00
2322,0.00
2323,1618718.12
2324,0.00
2325,0.00
2326,0.00
2327,718891.39
2328,0.00
2329,5866854.91
2330,2291487.04
2331,18926688.58
2332,0.00
2333,0.00
2334,0.00
2335,4962501.77
2336,0.00
2337,0.00
2338,0.00
2339,0.00
2340,0.00
2341,15763911.94
2342,0.00
2343,0.00
2344,0.00
2345,6935428.76
2346,0.00
2347,1784101.92
2348,11669608.93
2349,0.00
2350,0.00
2351,2352854.35
2352,1330852.15
2353,340068.23
2354,0.00
2355,638430.47
2356,1404661.10
2357,0.00
2358,31568612.09
2359,0.00
2360,0.00
2361,10768517.73
2362,16579380.65
2363,0.00
2364,0.00
2365,0.00
2366,15568389.27
2367,1027621.30
2368,0.00
2369,0.00
2370,0.00
2371,9106965.44
2372,0.00
2373,0.00
2374,0.00
2375,0.00
2376,550888.73
2377,0.00
2378,0.00
2379,26897575.04
2380,0.00
2381,0.00
2382,8691071.89
2383,0.00
2384,0.00
2385,0.00
2386,179793.51
2387,0.00
2388,0.00
2389,0.00
2390,1573450.06
2391,6033347.10
2392,0.00
2393,4959167.97
2394,0.00
2395,0.00
2396,7377869.68
2397,0.00
2398,9106133.63
2399,1436781.39
2400,0.00
2401,0.00
2402,0.00
2403,0.00
2404,16645856.95
2405,1433196.75
2406,0.00
2407,0.00
2408,0.00
2409,19490785.70
2410,0.00
2411,0.00
2412,0.00
2413,13239249.87
2414,0.00
2415,6588456.29
2416,0.00
2417,16192793.30
2418,0.00
2419,0.00
2420,0.00
2421,0.00
2422,0.00
2423,0.00
2424,1036937.24
2425,23727159.69
2426,7570590.57
2427,18158009.47
2428,0.00
2429,0.00
2430,0.00
2431,0.00
2432,0.00
2433,0.00
2434,5087108.67
2435,0.00
2436,0.00
2437,32341565.39
2438,0.00
2439,0.00
2440,0.00
2441,0.00
2442,0.00
2443,0.00
2444,0.00
2445,7246585.68
2446,0.00
2447,5422076.39
2448,77751717.29
2449,0.00
2450,0.00
2451,0.00
2452,0.00
2453,3855333.58
2454,5896848.61
2455,15678447.33
2456,1601621.67
2457,0.00
2458,27597393.52
2459,273249.39
2460,0.00
2461,0.00
2462,0.00
2463,7311827.31
2464,0.00
2465,0.00
2466,4535334.94
2467,16299697.62
2468,0.00
2469,5955954.22
2470,0.00
2471,12488910.93
2472,0.00
2473,9582582.34
2474,9042597.23
2475,0.00
2476,1860024.42
2477,0.00
2478,131027.13
2479,6399474.03
2480,7591403.29
2481,56576373.21
2482,0.00
2483,0.00
2484,1910559.42
2485,3015888.42
2486,11946934.76
2487,0.00
2488,8342541.71
2489,0.00
2490,7093874.54
2491,23104676.34
2492,0.00
2493,0.00
2494,0.00
2495,6980940.76
2496,0.00
2497,0.00
2498,0.00
2499,0.00
2500,3495545.57
2501,931849.36
2502,0.00
2503,0.00
2504,0.00
2505,0.00
2506,0.00
2507,0.00
2508,0.00
2509,0.00
2510,0.00
2511,0.00
2512,30772057.25
2513,0.00
2514,0.00
2515,0.00
2516,0.00
2517,3286677.93
2518,0.00
2519,0.00
2520,0.00
2521,0.00
2522,17627894.17
2523,611804.73
2524,0.00
2525,0.00
2526,0.00
2527,0.00
2528,0.00
2529,0.00
2530,0.00
2531,14337180.30
2532,5442507.08
2533,0.00
2534,2386716.93
2535,0.00
2536,17120170.91
2537,0.00
2538,0.00
2539,771147.07
2540,0.00
2541,0.00
2542,2142869.79
2543,0.00
2544,0.00
2545,0.00
2546,10200034.70
2547,0.00
2548,0.00
2549,0.00
2550,0.00
2551,0.00
2552,0.00
2553,4303293.94
2554,3418319.55
2555,850308.25
2556,7330574.91
2557,0.00
2558,34719156.99
2559,491146.88
2560,2677730.24
2561,15105709.87
2562,0.00
2563,4616197.37
2564,0.00
2565,0.00
2566,0.00
2567,0.00
2568,3293047.96
2569,0.00
2570,0.00
2571,5567834.45
2572,0.00
2573,0.00
2574,488129.54
2575,0.00
2576,0.00
2577,0.00
2578,0.00
2579,3253620.21
2580,0.00
2581,2078395.35
2582,0.00
2583,1590849.89
2584,1788705.68
2585,0.00
2586,0.00
2587,0.00
2588,5199535.69
2589,0.00
2590,0.00
2591,0.00
2592,0.00
2593,0.00
2594,17546847.70
2595,0.00
2596,0.00
2597,0.00
2598,0.00
2599,12727636.47
2600,0.00
2601,0.00
2602,0.00
2603,0.00
2604,0.00
2605,0.00
2606,0.00
2607,1412760.09
2608,9803442.63
2609,0.00
2610,0.00
2611,8614273.34
2612,2860363.41
2613,0.00
2614,0.00
2615,0.00
2616,3914989.60
2617,0.00
2618,0.00
2619,0.00
2620,0.00
2621,0.00
2622,0.00
2623,0.00
2624,0.00
2625,920451.37
2626,15776197.65
2627,0.00
2628,0.00
2629,0.00
2630,0.00
2631,3291507.53
2632,14908667.19
2633,0.00
2634,2011505.65
2635,0.00
2636,0.00
2637,0.00
2638,5270528.38
2639,0.00
2640,0.00
2641,0.00
2642,1006913.93
2643,0.00
2644,0.00
2645,0.00
2646,0.00
2647,3250033.84
2648,18032403.08
2649,8540784.51
2650,552041.81
2651,1919992.98
2652,0.00
2653,0.00
2654,0.00
2655,0.00
2656,0.00
2657,25432098.91
2658,0.00
2659,0.00
2660,55314545.79
2661,0.00
2662,0.00
2663,568349.36
2664,0.00
2665,926378.19
2666,0.00
2667,9651370.45
2668,6263295.07
2669,28008357.12
2670,0.00
2671,0.00
2672,0.00
2673,0.00
2674,0.00
2675,30110573.01
2676,3956851.76
2677,3484330.71
2678,0.00
2679,0.00
2680,2383649.52
2681,40399862.77
2682,0.00
2683,0.00
2684,0.00
2685,0.00
2686,32312008.61
2687,0.00
2688,6250024.66
2689,0.00
2690,7547735.29
2691,0.00
2692,4086791.20
2693,0.00
2694,0.00
2695,554217.60
2696,10330181.70
2697,0.00
2698,0.00
2699,907127.79
2700,0.00
2701,0.00
2702,1572228.51
2703,0.00
2704,266770.55
2705,0.00
2706,0.00
2707,0.00
2708,0.00
2709,0.00
2710,0.00
2711,368815244.19
2712,2598596.29
2713,0.00
2714,1483849.53
2715,0.00
2716,14703842.29
2717,0.00
2718,0.00
2719,0.00
2720,5317414.88
2721,4199298.12
2722,0.00
2723,0.00
2724,0.00
2725,0.00
2726,0.00
2727,0.00
2728,6492082.71
2729,4079925.26
2730,8696670.03
2731,1848230.68
2732,34795593.57
2733,0.00
2734,0.00
2735,2020020.25
2736,17404668.01
2737,1029886.30
2738,0.00
2739,0.00
2740,0.00
2741,0.00
2742,5171990.31
2743,418428.48
2744,5911620.56
2745,631020.80
2746,17623776.03
2747,0.00
2748,1676239.12
2749,0.00
2750,25878092.65
2751,0.00
2752,0.00
2753,0.00
2754,0.00
2755,0.00
2756,6310725.09
2757,2870756.26
2758,0.00
2759,0.00
2760,0.00
2761,19517221.81
2762,0.00
2763,12508648.55
2764,0.00
2765,0.00
2766,0.00
2767,20545093.08
2768,0.00
2769,0.00
2770,29804525.98
2771,0.00
2772,0.00
2773,2498004.72
2774,0.00
2775,0.00
2776,14719206.22
2777,0.00
2778,1685289.32
2779,0.00
2780,478744.68
2781,0.00
2782,0.00
2783,21563679.52
2784,0.00
2785,3208398.76
2786,8353323.19
2787,40668742.79
2788,0.00
2789,2338298.94
2790,0.00
2791,19544548.45
2792,0.00
2793,0.00
2794,14976025.56
2795,0.00
2796,0.00
2797,0.00
2798,0.00
2799,12295743.82
2800,0.00
2801,5687869.68
2802,0.00
2803,2534763.03
2804,0.00
2805,0.00
2806,0.00
2807,0.00
2808,0.00
2809,0.00
2810,8399191.42
2811,2507930.66
2812,0.00
2813,0.00
2814,0.00
2815,1300859.81
2816,0.00
2817,4839775.11
2818,0.00
2819,0.00
2820,2851628.32
2821,0.00
2822,16453452.87
2823,0.00
2824,0.00
2825,0.00
2826,3669217.36
2827,0.00
2828,0.00
2829,0.00
2830,0.00
2831,0.00
2832,0.00
2833,2026496.88
2834,0.00
2835,0.00
2836,0.00
2837,2786010.19
2838,0.00
2839,0.00
2840,0.00
2841,5271924.68
2842,855201.95
2843,0.00
2844,0.00
2845,261601.51
2846,0.00
2847,3768247.47
2848,11029838.75
2849,2429970.42
2850,617020.72
2851,25254164.35
2852,11553289.07
2853,7112811.03
2854,0.00
2855,0.00
2856,448940.32
2857,575107.52
2858,0.00
2859,0.00
2860,3932668.36
2861,0.00
2862,0.00
2863,0.00
2864,5539392.50
2865,3360963.54
2866,0.00
2867,16260584.51
2868,0.00
2869,0.00
2870,0.00
2871,0.00
2872,0.00
2873,6936809.69
2874,0.00
2875,655245.15
2876,0.00
2877,0.00
2878,0.00
2879,2544590.34
2880,0.00
2881,32518867.39
2882,54535683.09
2883,446337.79
2884,4771828.15
2885,0.00
2886,0.00
2887,0.00
2888,0.00
2889,0.00
2890,2248723.97
2891,0.00
2892,1229848.20
2893,0.00
2894,0.00
2895,4307562.67
2896,0.00
2897,0.00
2898,0.00
2899,0.00
2900,0.00
2901,0.00
2902,0.00
2903,22646001.42
2904,0.00
2905,877694.74
2906,278852.44
2907,200222.99
2908,0.00
2909,10936611.36
2910,0.00
2911,0.00
2912,0.00
2913,0.00
2914,0.00
2915,0.00
2916,0.00
2917,0.00
2918,0.00
2919,0.00
2920,0.00
2921,0.00
2922,6874585.36
2923,0.00
2924,0.00
2925,0.00
2926,750181.69
2927,2013032.85
2928,8120157.53
2929,0.00
2930,2752960.83
2931,0.00
2932,342738.95
2933,7526781.01
2934,0.00
2935,11604892.50
2936,4683407.08
2937,0.00
2938,0.00
2939,0.00
2940,0.00
2941,0.00
2942,5908307.55
2943,0.00
2944,0.00
2945,0.00
2946,0.00
2947,4365418.96
2948,0.00
2949,11789329.78
2950,1737949.72
2951,0.00
2952,0.00
2953,0.00
2954,5963048.81
2955,0.00
2956,0.00
2957,0.00
2958,1831072.70
2959,0.00
2960,1776087.57
2961,0.00
2962,75728023.54
2963,0.00
2964,6901210.54
2965,1334542.12
2966,0.00
2967,8205881.08
2968,0.00
2969,1464522.18
2970,11553856.45
2971,0.00
2972,0.00
2973,195399183.84
2974,5435650.90
2975,35169236.93
2976,0.00
2977,0.00
2978,0.00
2979,0.00
2980,0.00
2981,0.00
2982,7825234.95
2983,0.00
2984,509578.97
2985,4212584.93
2986,5679738.62
2987,0.00
2988,0.00
2989,2072266.59
2990,0.00
2991,3017445.55
2992,124230927.47
2993,15604447.76
2994,0.00
2995,0.00
2996,0.00
2997,0.00
2998,0.00
2999,0.00
3000,1892852.11
3001,0.00
3002,2457157.29
3003,0.00
3004,17055171.48
3005,0.00
3006,522944.86
3007,0.00
3008,4329609.54
3009,0.00
3010,8558940.71
3011,4791963.64
3012,0.00
3013,0.00
3014,0.00
3015,0.00
3016,13980943.65
3017,0.00
3018,0.00
3019,0.00
3020,101951637.70
3021,0.00
3022,4510839.24
3023,1211203.34
3024,0.00
3025,0.00
3026,0.00
3027,0.00
3028,0.00
3029,0.00
3030,22376305.48
3031,5248949.54
3032,0.00
3033,0.00
3034,0.00
3035,0.00
3036,0.00
3037,0.00
3038,5123200.55
3039,0.00
3040,0.00
3041,0.00
3042,49611684.68
3043,15228670.29
3044,0.00
3045,9295819.90
3046,0.00
3047,4563199.66
3048,842659.58
3049,0.00
3050,1757846.97
3051,0.00
3052,0.00
3053,0.00
3054,21759186.44
3055,0.00
3056,0.00
3057,0.00
3058,0.00
3059,1594302.10
3060,1293642.35
3061,3921399.02
3062,3947714.88
3063,0.00
3064,58432307.09
3065,0.00
3066,835850.21
3067,0.00
3068,0.00
3069,0.00
3070,0.00
3071,0.00
3072,5362968.12
3073,0.00
3074,71222772.56
3075,5588366.37
3076,7688898.98
3077,0.00
3078,2936238.75
3079,0.00
3080,4610536.52
3081,0.00
3082,0.00
3083,7642963.47
3084,0.00
3085,0.00
3086,5482593.17
3087,0.00
3088,94559265.02
3089,0.00
3090,1110356.19
3091,0.00
3092,0.00
3093,0.00
3094,0.00
3095,0.00
3096,154029521.18
3097,0.00
3098,0.00
3099,0.00
3100,0.00
3101,0.00
3102,2165775.48
3103,0.00
3104,13636294.05
3105,0.00
3106,5486315.73
3107,0.00
3108,0.00
3109,0.00
3110,0.00
3111,0.00
3112,8522009.55
3113,0.00
3114,0.00
3115,0.00
3116,14199792.14
3117,0.00
3118,0.00
3119,0.00
3120,0.00
3121,0.00
3122,0.00
3123,0.00
3124,32793283.33
3125,3094755.56
3126,13807335.48
3127,0.00
3128,0.00
3129,0.00
3130,0.00
3131,5617234.10
3132,0.00
3133,0.00
3134,924415.58
3135,2877406.12
3136,0.00
3137,2107817.92
3138,0.00
3139,9848210.25
3140,0.00
3141,4018839.23
3142,0.00
3143,0.00
3144,0.00
3145,0.00
3146,0.00
3147,9833091.14
3148,130507.67
3149,0.00
3150,111340385.03
3151,0.00
3152,6955562.37
3153,2965274.87
3154,0.00
3155,3050582.35
3156,0.00
3157,36701633.45
3158,0.00
3159,0.00
3160,0.00
3161,0.00
3162,1562579.40
3163,0.00
3164,0.00
3165,2908669.31
3166,1677409.91
3167,1043661.24
3168,0.00
3169,0.00
3170,658361.54
3171,0.00
3172,47965380.30
3173,0.00
3174,0.00
3175,10100642.77
3176,0.00
3177,0.00
3178,956819.02
3179,0.00
3180,0.00
3181,12705181.65
3182,13109251.03
3183,1620515.07
3184,519882.11
3185,0.00
3186,41708261.49
3187,8557615.35
3188,0.00
3189,0.00
3190,817304.43
3191,0.00
3192,10633786.73
3193,0.00
3194,0.00
3195,0.00
3196,2199628.91
3197,0.00
3198,26439236.88
3199,0.00
3200,0.00
3201,0.00
3202,6083324.59
3203,0.00
3204,0.00
3205,0.00
3206,38924098.10
3207,0.00
3208,0.00
3209,0.00
3210,0.00
3211,0.00
3212,0.00
3213,0.00
3214,0.00
3215,0.00
3216,1783384.82
3217,6605281.31
3218,3777515.93
3219,1215552.98
3220,3490776.04
3221,3874264.21
3222,0.00
3223,9787073.40
3224,0.00
3225,8142442.66
3226,2152643.01
3227,1104492.06
3228,1525806.15
3229,5670683.55
3230,0.00
3231,0.00
3232,1049552.71
3233,0.00
3234,0.00
3235,0.00
3236,0.00
3237,41904287.70
3238,0.00
3239,0.00
3240,6083370.91
3241,0.00
3242,0.00
3243,8255026.36
3244,0.00
3245,0.00
3246,0.00
3247,0.00
3248,0.00
3249,0.00
3250,5050411.00
3251,0.00
3252,0.00
3253,760197.19
3254,0.00
3255,23316623.01
3256,16051118.05
3257,0.00
3258,10392798.17
3259,0.00
3260,0.00
3261,0.00
3262,18624488.50
3263,0.00
3264,0.00
3265,0.00
3266,0.00
3267,0.00
3268,0.00
3269,5869240.15
3270,0.00
3271,5718460.31
3272,4151761.00
3273,1186476.60
3274,0.00
3275,0.00
3276,1463094.93
3277,0.00
3278,3692029.39
3279,0.00
3280,3045852.65
3281,0.00
3282,0.00
3283,0.00
3284,4499756.61
3285,0.00
3286,0.00
3287,0.00
3288,6140899.65
3289,0.00
3290,11145564.02
3291,0.00
3292,0.00
3293,0.00
3294,0.00
3295,0.00
3296,10764313.60
3297,0.00
3298,0.00
3299,0.00
3300,7975266.44
3301,0.00
3302,0.00
3303,0.00
3304,0.00
3305,0.00
3306,24266829.73
3307,0.00
3308,2101255.63
3309,6469371.17
3310,0.00
3311,21276998.02
3312,0.00
3313,13327031.78
3314,0.00
3315,100622410.56
3316,0.00
3317,2173695.18
3318,0.00
3319,0.00
3320,0.00
3321,0.00
3322,0.00
3323,1333092.14
3324,26062657.44
3325,0.00
3326,2025166.19
3327,2928971.62
3328,0.00
3329,20685360.59
3330,0.00
3331,25632445.68
3332,4341217.72
3333,1692343.91
3334,16490707.90
3335,0.00
3336,21516844.80
3337,8847252.40
3338,37919364.08
3339,0.00
3340,7080334.30
3341,0.00
3342,10995809.21
3343,0.00
3344,0.00
3345,2199360.79
3346,0.00
3347,0.00
3348,0.00
3349,0.00
3350,1278180.30
3351,15684467.58
3352,0.00
3353,53860854.88
3354,0.00
3355,0.00
3356,0.00
3357,0.00
3358,0.00
3359,782264.79
3360,0.00
3361,0.00
3362,0.00
3363,0.00
3364,0.00
3365,0.00
3366,0.00
3367,0.00
3368,0.00
3369,14245895.31
3370,0.00
3371,30183584.03
3372,0.00
3373,58247802.81
3374,18159077.46
3375,0.00
3376,0.00
3377,1370765.81
3378,0.00
3379,0.00
3380,0.00
3381,1842018.28
3382,0.00
3383,0.00
3384,593493.65
3385,0.00
3386,5879077.97
3387,12143420.63
3388,0.00
3389,0.00
3390,0.00
3391,0.00
3392,3591055.66
3393,728042.56
3394,3001351.85
3395,0.00
3396,29865756.05
3397,0.00
3398,0.00
3399,1061135.35
3400,17995269.89
3401,1882192.77
3402,0.00
3403,9439580.47
3404,3402966.14
3405,0.00
3406,5999817.91
3407,0.00
3408,0.00
3409,25678459.24
3410,0.00
3411,3002668.63
3412,0.00
3413,0.00
3414,37902728.99
3415,0.00
3416,0.00
3417,0.00
3418,0.00
3419,0.00
3420,0.00
3421,0.00
3422,0.00
3423,35973077.38
3424,0.00
3425,52197075.48
3426,74907476.97
3427,17403833.00
3428,0.00
3429,3388060.97
3430,279598.18
3431,420562.94
3432,0.00
3433,2319417.00
3434,0.00
3435,0.00
3436,0.00
3437,1254871.73
3438,0.00
3439,0.00
3440,1150323.53
3441,3928109.39
3442,0.00
3443,1184627.08
3444,0.00
3445,0.00
3446,4927615.58
3447,0.00
3448,0.00
3449,0.00
3450,7662804.12
3451,4109133.42
3452,0.00
3453,0.00
3454,29742252.83
3455,0.00
3456,4266395.36
3457,0.00
3458,0.00
3459,0.00
3460,0.00
3461,14318824.51
3462,0.00
3463,0.00
3464,2679796.08
3465,5304836.23
3466,0.00
3467,0.00
3468,0.00
3469,0.00
3470,0.00
3471,0.00
3472,46229530.27
3473,7422318.61
3474,0.00
3475,0.00
3476,0.00
3477,0.00
3478,1490615.37
3479,0.00
3480,0.00
3481,4505689.23
3482,0.00
3483,6761771.04
3484,0.00
3485,0.00
3486,0.00
3487,2274919.07
3488,0.00
3489,2282756.65
3490,1546041.94
3491,2172443.74
3492,20120333.85
3493,0.00
3494,2922387.87
3495,61317631.83
3496,0.00
3497,53461993.25
3498,0.00
3499,0.00
3500,4290874.40
3501,0.00
3502,0.00
3503,0.00
3504,0.00
3505,0.00
3506,0.00
3507,0.00
3508,0.00
3509,10785918.25
3510,0.00
3511,0.00
3512,14898861.60
3513,3213782.01
3514,3045513.32
3515,0.00
3516,0.00
3517,0.00
3518,0.00
3519,2969059.51
3520,0.00
3521,3790473.69
3522,0.00
3523,4108700.16
3524,1312528.53
3525,0.00
3526,9990079.43
3527,0.00
3528,0.00
3529,0.00
3530,2611522.49
3531,0.00
3532,2643694.27
3533,2235059.46
3534,0.00
3535,21530563.49
3536,2849916.33
3537,0.00
3538,0.00
3539,0.00
3540,0.00
3541,0.00
3542,314034025.63
3543,161443.02
3544,11810623.72
3545,0.00
3546,0.00
3547,5053456.96
3548,0.00
3549,0.00
3550,0.00
3551,0.00
3552,2007062.70
3553,0.00
3554,18735212.89
3555,0.00
3556,0.00
3557,0.00
3558,0.00
3559,10236582.59
3560,4017948.19
3561,0.00
3562,1383089.25
3563,0.00
3564,5977927.44
3565,11850090.34
3566,4996829.05
3567,0.00
3568,0.00
3569,0.00
3570,5539858.30
3571,0.00
3572,781341.88
3573,0.00
3574,1406140.05
3575,0.00
3576,0.00
3577,0.00
3578,0.00
3579,11065892.72
3580,61160315.41
3581,5854493.55
3582,0.00
3583,0.00
3584,21324916.88
3585,5229270.24
3586,931022.87
3587,0.00
3588,0.00
3589,0.00
3590,10115465.53
3591,15279789.29
3592,1246794.09
3593,15081905.56
3594,5613202.48
3595,0.00
3596,0.00
3597,0.00
3598,4746557.03
3599,2814152.02
3600,0.00
3601,0.00
3602,0.00
3603,0.00
3604,0.00
3605,0.00
3606,0.00
3607,0.00
3608,2892953.80
3609,0.00
3610,18879604.69
3611,0.00
3612,0.00
3613,0.00
3614,0.00
3615,13140228.90
3616,14185407.96
3617,0.00
3618,0.00
3619,0.00
3620,0.00
3621,0.00
3622,0.00
3623,0.00
3624,0.00
3625,11082458.90
3626,0.00
3627,0.00
3628,0.00
3629,0.00
3630,0.00
3631,1975807.88
3632,36336229.80
3633,8639701.00
3634,2915214.16
3635,0.00
3636,0.00
3637,13121467.86
3638,0.00
3639,0.00
3640,0.00
3641,0.00
3642,3441785.21
3643,0.00
3644,0.00
3645,0.00
3646,10249608.76
3647,30044669.45
3648,0.00
3649,0.00
3650,0.00
3651,0.00
3652,0.00
3653,0.00
3654,1273856.95
3655,0.00
3656,0.00
3657,32051177.88
3658,0.00
3659,0.00
3660,0.00
3661,30310675.05
3662,14200049.90
3663,0.00
3664,13616775.09
3665,1164954.88
3666,0.00
3667,0.00
3668,0.00
3669,2241927.13
3670,0.00
3671,0.00
3672,20862728.20
3673,0.00
3674,0.00
3675,3773539.27
3676,0.00
3677,0.00
3678,0.00
3679,952122.49
3680,0.00
3681,0.00
3682,0.00
3683,243859.67
3684,0.00
3685,0.00
3686,505051107.08
3687,6243045.48
3688,0.00
3689,0.00
3690,0.00
3691,5787779.44
3692,0.00
3693,0.00
3694,0.00
3695,0.00
3696,0.00
3697,1583304.89
3698,0.00
3699,2140180.24
3700,0.00
3701,5627016.85
3702,6189697.77
3703,0.00
3704,1828291.08
3705,0.00
3706,0.00
3707,0.00
3708,0.00
3709,0.00
3710,0.00
3711,0.00
3712,7446412.57
3713,0.00
3714,0.00
3715,11284176.74
3716,14137278.48
3717,0.00
3718,0.00
3719,9450485.33
3720,2112443.13
3721,0.00
3722,0.00
3723,0.00
3724,0.00
3725,1208971.49
3726,0.00
3727,254007.13
3728,2310939.21
3729,0.00
3730,0.00
3731,0.00
3732,0.00
3733,0.00
3734,0.00
3735,0.00
3736,42956062.40
3737,0.00
3738,16897335.50
3739,0.00
3740,0.00
3741,0.00
3742,6262217.14
3743,0.00
3744,0.00
3745,18832589.04
3746,0.00
3747,8296869.90
3748,0.00
3749,0.00
3750,2682969.97
3751,0.00
3752,0.00
3753,0.00
3754,0.00
3755,0.00
3756,0.00
3757,3400996.44
3758,0.00
3759,4856711.17
3760,986210.35
3761,0.00
3762,0.00
3763,2146671.84
3764,16307547.55
3765,0.00
